eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,ingroup,ingroup2,ingroup3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01201E+11,2012,1,4,,0,,4,Afghanistan,6,South Asia,Farah,Gulistan district,32.618583,63.67318,3,0,,"01/04/2012: An armored vehicle ran over a landmine in Golestan district, Farah province, Afghanistan. One Italian soldier was wounded in the blast. No group claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Italian Convoy,422,International,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,,0,0,0,1,0,0,1,4,Unknown,-99,A military convoy was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""BOMB BLAST INJURES ITALIAN SOLDIER IN AFGHANISTAN.,"" ANSA - English Media Service, January 6, 2012.","""Roadside bomb injures Italian soldier,"" Afghan Islamic Press (AIP), January 5, 2012.",,START Primary Collection,-9,-9,1,1,
2.01201E+11,2012,1,4,,0,,4,Afghanistan,6,South Asia,Helmand,Dagaar,32.066667,64.834045,2,0,,"01/04/2012: Haji Ahmad Ishaqzai, a member of the district developmental council and tribal elder, was shot and killed by unknown assailants while on the way to evening prayers in Dagaar area, Sangin district, Helmand province, Afghanistan. No group claimed responsibility for the incident; however, Ishaqzai had received death threats over the phone in the past few days.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Tribal Elder: Haji Ahmad Ishaqzai,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Tribal elder gunned down,"" Afghan Islamic Press (AIP), January 5, 2012.","""Unknown   gunmen assassinate   tribal elder in Helmand province,"" Khaama Press, January 5, 2012.","""Social council member killed in Afghan south,"" Afghan Islamic Press, January 5, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/04/2012: A roadside bomb targeting a police officer's home exploded in Baqubah city, Diyala governorate, Iraq. One person died and two injured in this attack. This was one of six explosive devices targeting police officers' homes in Baqubah on this date. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Iraqi Police Service (IPS),Residence of Officer,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,1,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A home was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201201040013, 201201040014, 201201040015, 201201040016, 201201040017, and 201201040018.","""Attacks on homes of Iraqi officers kill 2 children,"" Associated Press Online, January 4, 2012.","""Attacks   on homes of Iraqi   officers   kill 1 child,"" Associated Press Online, January 4, 2012.","""Iraq attacks kill 4 people amid political crisis,"" The Associated Press, January 4, 2012.",START Primary Collection,-9,-9,0,-9,"201201040014, 201201040015, 201201040016, 201201040017, 201201040018"
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/04/2012: A roadside bomb targeting a police officer's home exploded in Baqubah city, Diyala governorate, Iraq. One person died and one was injured in this attack. This was one of six explosive devices targeting police officers' homes in Baqubah on this date. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Iraqi Police Service (IPS),Residence of Officer,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,1,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A home was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201201040013, 201201040014, 201201040015, 201201040016, 201201040017, and 201201040018.","""Attacks   on homes of Iraqi   officers   kill 1 child,"" Associated Press Online, January 4, 2012.","""Iraq attacks kill 4 people amid political crisis,"" The Associated Press, January 4, 2012.","""Attacks on homes of Iraqi officers kill 2 children,"" Associated Press Online, January 4, 2012.",START Primary Collection,-9,-9,0,-9,"201201040013, 201201040015, 201201040016, 201201040017, 201201040018"
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/04/2012: A roadside bomb targeting a police officer's home exploded in Baqubah city, Diyala governorate, Iraq. Three people were injured in this attack. This was one of six explosive devices targeting police officers' homes in Baqubah on this date. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Iraqi Police Service (IPS),Residence of Officer,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,3,0,0,1,3,Minor (likely < $1 million),-99,A home was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201201040013, 201201040014, 201201040015, 201201040016, 201201040017, and 201201040018.","""Attacks   on homes of Iraqi   officers   kill 1 child,"" Associated Press Online, January 4, 2012.","""Iraq attacks kill 4 people amid political crisis,"" The Associated Press, January 4, 2012.","""Attacks on homes of Iraqi officers kill 2 children,"" Associated Press Online, January 4, 2012.",START Primary Collection,-9,-9,0,-9,"201201040013, 201201040014, 201201040016, 201201040017, 201201040018"
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/04/2012: A roadside bomb targeting a police officer's home exploded in Baqubah city, Diyala governorate, Iraq. One person was injured in this attack. This was one of six explosive devices targeting police officers' homes in Baqubah on this date. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Iraqi Police Service (IPS),Residence of Officer,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A home was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201201040013, 201201040014, 201201040015, 201201040016, 201201040017, and 201201040018.","""Attacks   on homes of Iraqi   officers   kill 1 child,"" Associated Press Online, January 4, 2012.","""Iraq attacks kill 4 people amid political crisis,"" The Associated Press, January 4, 2012.","""Attacks on homes of Iraqi officers kill 2 children,"" Associated Press Online, January 4, 2012.",START Primary Collection,-9,-9,0,-9,"201201040013, 201201040014, 201201040015, 201201040017, 201201040018"
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/04/2012: A roadside bomb targeting a police officer's home exploded in Baqubah city, Diyala governorate, Iraq. One person was injured in this attack. This was one of six explosive devices targeting police officers' homes in Baqubah on this date. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Iraqi Police Service (IPS),Residence of Officer,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A home was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201201040013, 201201040014, 201201040015, 201201040016, 201201040017, and 201201040018.","""Attacks   on homes of Iraqi   officers   kill 1 child,"" Associated Press Online, January 4, 2012.","""Iraq attacks kill 4 people amid political crisis,"" The Associated Press, January 4, 2012.","""Attacks on homes of Iraqi officers kill 2 children,"" Associated Press Online, January 4, 2012.",START Primary Collection,-9,-9,0,-9,"201201040013, 201201040014, 201201040015, 201201040016, 201201040018"
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/04/2012: A roadside bomb targeting a police officer's home exploded in Baqubah city, Diyala governorate, Iraq. One person was injured in this attack. This was one of six explosive devices targeting police officers' homes in Baqubah on this date. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Iraqi Police Service (IPS),Residence of Officer,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A home was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201201040013, 201201040014, 201201040015, 201201040016, 201201040017, and 201201040018.","""Attacks on homes of Iraqi officers kill 2 children,"" Associated Press Online, January 4, 2012.","""Attacks   on homes of Iraqi   officers   kill 1 child,"" Associated Press Online, January 4, 2012.","""Iraq attacks kill 4 people amid political crisis,"" The Associated Press, January 4, 2012.",START Primary Collection,-9,-9,0,-9,"201201040013, 201201040014, 201201040015, 201201040016, 201201040017"
2.01201E+11,2012,1,4,,0,,110,Lebanon,10,Middle East & North Africa,South,Sidon,33.562609,35.368727,1,0,,"01/04/2012: An explosive device was found and defused in a residential neighborhood of Sidon city, South governorate, Lebanon. No group claimed responsibility for the attack.",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,20,Unknown,,.,Unknown,Unknown,110,Lebanon,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,.,,.,,.,,.,,.,,.,An explosive device weighing six kilograms and wired to a cell phone was used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Bomb defused in southern Lebanese town,"" Agence France Presse, January 5, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,4,,0,,92,India,6,South Asia,Assam,Gauripur,26.090175,89.964447,1,0,North 24 Parganas district,"01/04/2012: A boy struck an explosive device while digging in Gauripur town, North 24 Parganas district, Assam state, India. The boy was severely wounded in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,92,India,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,1,0,0,-9,,.,,It is unknown if the Naihati police station was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Minor injured in blast,"" UNI (United News of India), January 4, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.75,44.633333,1,0,,"01/04/2012: A cellular phone found by a group of boys exploded in Baqubah city, Diyala governorate, Iraq. One person was killed and two injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,.,,.,,.,,.,,.,,.,A booby-trapped mobile phone explosive device was used in the attack.,1,0,0,2,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""FACTBOX-Security developments in Iraq, January 4,"" Reuters News, January 4, 2012.","""Iraqi Children Killed in Attacks,"" Antiwar.com Original Articles, January 5, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,4,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.291944,44.065556,1,0,,"01/04/2012: Gunmen shot and killed a Sahwa Council member and his wife in Abu Ghraib town, Al Anbar governorate, Iraq. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,1,Assassination,,.,,.,17,Terrorists/Non-State Militia,94,Non-State Militia,Sahwa Council,Leader,95,Iraq,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,2,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""FACTBOX-Security developments in Iraq, January 4,"" Reuters News, January 4, 2012.","""Iraqi Children Killed in Attacks,"" Antiwar.com Original Articles, January 5, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,4,,0,,4,Afghanistan,6,South Asia,Paktika,Unknown,32.264539,68.524715,3,0,Attack occurred in Eastern Paktika Province,"01/04/2012: A North Atlantic Treaty Organization (NATO) and Afghan National Army (ANA) convoy was attacked in eastern Paktika province, Afghanistan. One ANA member was killed and one NATO member injured. The Taliban claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,.,,.,4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Convoy,422,International,4,Military,29,Military Unit/Patrol/Convoy,Afghan National Army (ANA),Convoy,4,Afghanistan,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,10,Unknown,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,1,0,0,1,,0,1,4,Unknown,-99,A convoy of Afghan National Army (ANA) and North Atlantic Treaty Organization (NATO) service members was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Taliban   ambush   Afghan   NATO   troops convoy in paktika,"" Khaama Press, January 4, 2012.",,,START Primary Collection,0,1,1,1,
2.01201E+11,2012,1,4,,0,,92,India,6,South Asia,Odisha,Srirampur,19.764927,83.882024,1,1,,"01/04/2012: Assailants set off a landmine in Srirampur village, Kandhamal district, Odisha state, India. No one was injured in the blast. Maoists claimed responsibility for the incident, leaving a poster at the site saying that they opposed the anti-Maoist military operations in the state.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,92,India,,.,,.,,,,.,,.,,.,,,,.,Maoists,,,,,1430,,,,The rebels left a poster at the site saying that they opposed the anti-Maoist military operations in the state.,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Maoists torch machinery in Odisha,"" Indo-Asian News Service, January 4, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,4,,0,,153,Pakistan,6,South Asia,Gilgit-Baltistan,Gilgit,35.918091,74.289803,1,1,Nazral area on Shaheed-e-Millat Road,"01/04/2012: Mohammad Ibrahim, a Deputy Superintendent of Police (DSP) in Gilgit, was shot and killed in front of his house in Nazral area, Gilgit district, Gilgit-Baltistan Territory, Pakistan. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,3,Police,25,Police Security Forces/Officers,Pakistani Police,Deputy Superintendent of Police: Mohammad Ibrahim,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,3,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,"According to sources, the deceased was the head of Gilgit police's investigation unit and supervised all anti-terrorist probes.","""G-B govt issues shoot-to-kill orders,"" The Financial Daily, January 8, 2012.","""Gilgit-Baltistan orders action against militants,"" The Statesman, January 7, 2012.","""Gilgit's DSP laid to rest,"" Plus News Pakistan, January 6, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,4,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Jerusalem,31.768319,35.21371,1,0,Sharafat neighborhood,"01/04/2012: Two Arab-owned cars were set on fire in a price tag attack in Sharafat neighborhood, East Jerusalem, Israel. No one was injured in the attack. No group claimed responsibility for the incident; however, sources suspected right-wing extremists.",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,14,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Cars,97,Israel,,.,,.,,,,.,,.,,.,,,,.,Israeli Extremists,,,,,30205,,,,"The specific motive is unknown; however, price tag attacks are typically revenge hate crimes targeting Palestinians and Arabs.",1,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Two vehicles were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""'Price-tag' vandalism attack in east Jerusalem: police,"" Agence France Presse -- English, January 4, 2012.",,,START Primary Collection,1,0,0,1,
2.01201E+11,2012,1,4,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Juba,Tabda,0.303728,41.436256,1,0,Burgabo village,"01/04/2012: An armored vehicle of Kenya Defence Forces (KDF) was blown up in Burgabo village, Tabda district, Lower Juba Region, Somalia. Four soldiers were confirmed injured in the attack. Al-Shabaab claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",African Union Mission in Somalia (AMISOM),Kenyan Armored Personnel Carrier (APC),422,International,,.,,.,,,,.,,.,,.,,,,.,Al-Shabaab,,,,,20036,,,,,0,,,-99,0,1,7,"Posted to website, blog, etc.",,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,4,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.  Responsibility was claimed through Al-Shabaab's Twitter account.","""Military Denies Attack Claims By Al-Shabaab,"" Nairobi Star, January 3, 2012.",,,START Primary Collection,0,1,1,1,
2.01201E+11,2012,1,4,,0,,4,Afghanistan,6,South Asia,Helmand,Nawa-i-Barakzayi district,31.391814,64.319022,3,0,,"01/04/2012: An explosive device went off, targeting a North Atlantic Treaty Organization (NATO) vehicle in Nawa-I-Barakzayi district, Helmand province, Afghanistan. The number of casualties in the attack is unknown. The Taliban claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Vehicle,422,International,,.,,.,,,,.,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,10,Unknown,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,4,Unknown,-99,One ISAF vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Taliban claim causing casualties to foreign forces,"" Afghan Islamic Press (AIP), January 4, 2012.",,,START Primary Collection,0,1,1,1,
2.01201E+11,2012,1,4,,0,,153,Pakistan,6,South Asia,Balochistan,Nasirabad,26.068048,62.714753,1,0,,"01/04/2012: A landmine went off near a pro-government militia in Nasirabad district, Balochistan province, Pakistan. One member of the militia was killed and two injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,,1,0,0,2,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""FACTBOX-Security developments in Pakistan, Jan 4,"" Reuters News, January 4, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,3,,0,,167,Russia,9,Eastern Europe,Dagestan,Khasavyurt,43.25,46.583333,1,0,Industrial zone,"01/03/2012: An explosive device fitted with a timer was found and defused in the industrial zone of Khasavyurt city, Dagestan republic, Russia. No group claimed responsibility for the attack.",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,20,Unknown,,.,Unknown,Unknown,167,Russia,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,.,,.,,.,,.,,.,,.,A 50-kilogram remote-controlled explosive device consisting of a barrel filled with ammonium nitrate and aluminum powder and fashioned from an F-1 grenade was used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Chechnya Campaign,"" Russia & CIS Military Daily, January 10, 2012.","""Powerful bomb said defused in Russia's Dagestan,"" Interfax news agency, Moscow, January 4, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,5,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Tarikhel,32.594841,70.59715,1,0,In Tajori limits in Lakki Marwat district,"01/05/2012: An explosive device planted in a playground was discovered and defused in Tajori limits, Lakki Marwat district, Khyber Pakhtunkhwa province, Pakistan. No group claimed responsibility for the attack.",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Unknown,Playground,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Bomb defused in Lakki Marwat,"" Daily The Post, January 7, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,5,,0,,153,Pakistan,6,South Asia,Balochistan,Marro,29.03345,69.150094,2,0,Dera Bugti,"01/05/2012: A remote-controlled explosive device detonated in Marro area, Dera Bugti district, Khyber Pakhtunkhwa province, Pakistan. One Law Enforcement Agency (LEA) officer was killed and one injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Pakistani Police,Officers,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,.,,.,,.,,.,,.,,.,,1,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,The victim's vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""1 security man killed, another inured,"" The Baluchistan Express, January 7, 2012.","""Two LEA men hurt in Dera Bugti blast,"" Daily The Post, January 6, 2012.","""Gas pipeline blown up in Dera Bugti,"" The Nation (AsiaNet), January 6, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.2824,11.17479,1,0,,"01/05/2012: Assailants opened fire on the Deeper Life church in Gombe city, Gombe state, Nigeria. Six people were killed and 10 injured in the attack. No group claimed responsibility; however, police suspected Boko Haram. The attack came after the end of a three-day ultimatum given by Boko Haram for Christians to relocate away from the region.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Church,Deeper Life Church,147,Nigeria,,.,,.,,,,.,,.,,.,,,,.,Boko Haram,,,,,30101,,,,"The specific motive is unknown; however, the attack came after the end of a three-day ultimatum given by Boko Haram for Christians to relocate away from the region.",1,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,6,0,0,10,0,0,1,3,Minor (likely < $1 million),-99,The church was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here.","""UPDATE 3-Gunmen kill 6, wound 10 in Nigeria church attack,"" Reuters News, January 5, 2012.","""Gunmen kill 6 at Nigerian church,"" Agence France Presse, January 6, 2012.","""Over 20 churchgoers, mourners gunned down in Nigeria,"" Agence France Presse -- English, January 6, 2012.",START Primary Collection,0,0,0,0,
