name,par_rank,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top1pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trinity College of Hartford, CT",0.823062298,0.095928409,0.082795937,0.08523425,0.152072652,0.583968752,0.42673886,0.101247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity International University,0.635180615,0.161969508,0.180989556,0.181699481,0.217438617,0.257902839,0.107064244,0.012155017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity University,0.804250715,0.096322391,0.085282395,0.096879589,0.202417242,0.519098383,0.351683564,0.067861581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Valley Community College,0.466533137,0.156157871,0.195601232,0.25018556,0.220537239,0.177518099,0.070040056,0.004239383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triton College,0.526354259,0.128618293,0.171287856,0.219011526,0.243230012,0.237852313,0.101496922,0.002463263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trocaire College,0.486919598,0.08914462,0.24207918,0.18914901,0.213300526,0.266326664,0.085192947,0.002589565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troy University And Troy State Universities, Montgomery And Dothan",0.521190695,0.114270316,0.147757353,0.226884841,0.310029829,0.201057661,0.084910361,0.004515954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truckee Meadows Community College,0.56916769,0.149316159,0.201477434,0.225428384,0.23499477,0.188783252,0.074387662,0.002404973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truett Mcconnell College,0.700996062,0.153933724,0.172449183,0.226795424,0.25735092,0.189470749,0.08070634,0.007451158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truman State University,0.72326171,0.083771294,0.096309421,0.156294173,0.276170317,0.387454794,0.207291074,0.025122382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tufts University,0.820249069,0.072678883,0.065161463,0.079765416,0.141611259,0.640782979,0.469653786,0.108159213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulsa Community College,0.550241284,0.161742425,0.18367251,0.240203126,0.229263444,0.185118496,0.076756795,0.004620906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulsa Technology Center School,0.459854536,0.184914913,0.241575188,0.229069305,0.203176419,0.141264175,0.041698927,0.001588309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulsa Welding School,0.406015827,0.187793913,0.182151155,0.1776162,0.218649576,0.233789157,0.100596724,0.005276632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunxis Community College,0.597569005,0.144047492,0.162583752,0.230671427,0.265383261,0.197314068,0.068459756,0.004665487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tusculum College,0.552247594,0.092025984,0.181429339,0.216349805,0.299649232,0.21054564,0.104228042,0.0025688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuskegee University,0.474569395,0.10067794,0.15152615,0.195217327,0.232953562,0.31962502,0.14103737,0.004956066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Junior College,0.488431742,0.144718721,0.194915497,0.242466393,0.225249781,0.192649608,0.091343498,0.005721743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulster County Community College,0.521368858,0.150647656,0.216883109,0.222149795,0.209029908,0.201289532,0.069318395,0.001890551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umpqua Community College,0.471499304,0.16033067,0.208037699,0.24272912,0.217209829,0.171692682,0.069123686,0.002844062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Union College of Barbourville, KY",0.466639531,0.079643572,0.136919716,0.241274142,0.335074759,0.207087811,0.043399268,0.005426181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Union College of Schenectady, NY",0.764064734,0.095017169,0.064140292,0.071471582,0.181191742,0.588179213,0.404537349,0.084497944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County College,0.516247901,0.139245503,0.175168681,0.207095611,0.238229684,0.240260521,0.099751619,0.004477219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union University,0.64435871,0.131026992,0.141045167,0.173160927,0.277174837,0.277592077,0.13827147,0.011486579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Education Institute,0.286286755,0.220061963,0.279058221,0.26721645,0.170461474,0.063201892,0.017965956,0.000685002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Talmudical Seminary,0.299145081,0.098578721,0.554886788,0.147307799,0.070805055,0.128421637,0.078791633,0.007071774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Universal Technical Institute of Orlando, FL",0.550508784,0.159782394,0.15238245,0.207414171,0.283516925,0.19690406,0.075536606,0.002431318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Universal Technical Institute of Rancho Cucamonga, CA",0.518722164,0.107668191,0.116265306,0.177418708,0.282385932,0.316261863,0.125731376,0.003288182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Advancing Computer Technology,0.605094006,0.15139107,0.120256658,0.174508282,0.222581377,0.331262613,0.17628431,0.007341057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Akron ,0.577535377,0.107815822,0.156896495,0.225235193,0.262204596,0.247847894,0.113172643,0.007910209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Alabama,0.700282315,0.110307963,0.109350698,0.154859834,0.252613419,0.372868085,0.212900421,0.024776831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Alabama At Birmingham,0.574070344,0.122942998,0.139714822,0.19747923,0.278404053,0.261458897,0.124639191,0.017121293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Alabama In Huntsville,0.647664173,0.120725986,0.114194199,0.148546729,0.21627776,0.400255326,0.212260688,0.00484365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Alaska System,0.621436765,0.161405958,0.168795418,0.167775317,0.233111749,0.268911559,0.133174125,0.007147346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas,0.663144139,0.109403364,0.120196317,0.1421105,0.242859205,0.385430613,0.239727575,0.034488187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas At Fort Smith,0.488755676,0.157850725,0.204536567,0.256568504,0.237594551,0.143449654,0.047577276,0.003230694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas At Little Rock,0.516198099,0.135139971,0.194950352,0.261875346,0.222561229,0.185473102,0.085190363,0.008478895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas At Monticello,0.475918062,0.109050755,0.196174609,0.242431475,0.261859038,0.190484124,0.072100864,0.007089328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas At Pine Bluff,0.356811869,0.112355498,0.226968235,0.299391975,0.246563948,0.114720342,0.039942717,0.000323999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas Community College At Batesville,0.421094556,0.183179351,0.25168067,0.268174712,0.196113335,0.100851932,0.040818634,0.000312694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas Community College At Hope,0.397340518,0.158115822,0.25346289,0.280966244,0.191517116,0.115937929,0.031512749,0.001696271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Arkansas Community College At Morrilton,0.473329482,0.161205683,0.22518391,0.26204769,0.230546902,0.121015815,0.03651019,0.00264819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Bridgeport,0.491150978,0.147112331,0.122473243,0.22296222,0.268175698,0.239276508,0.070810629,0.003541522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, Berkeley",0.698318737,0.096670497,0.08037831,0.082178331,0.142017777,0.598755085,0.438660716,0.101131087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, Davis",0.688869129,0.090886997,0.079596677,0.092290796,0.179154093,0.558071437,0.361515004,0.04362657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, Irvine",0.631591375,0.104450373,0.084542951,0.090061695,0.177790465,0.543154517,0.347101113,0.03594236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, Los Angeles",0.670381697,0.102461394,0.089196128,0.076875129,0.141539896,0.589927454,0.412989264,0.081602954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, Riverside",0.575710171,0.110533744,0.095289204,0.111479745,0.215829049,0.466868258,0.261849917,0.027428166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, San Diego",0.691959723,0.096262581,0.074995308,0.084669025,0.159556747,0.584516338,0.401525836,0.063407303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, Santa Barbara",0.729650824,0.098488186,0.091905513,0.100865048,0.176174791,0.532566462,0.342298946,0.047513338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of California, Santa Cruz",0.707192215,0.117377428,0.134631227,0.133416112,0.220039359,0.394535873,0.217418098,0.021618629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Central Arkansas,0.582369041,0.115567077,0.13161318,0.195160663,0.295076427,0.262582653,0.124419063,0.013210956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Central Florida,0.650330512,0.101827216,0.104709036,0.141704706,0.267944653,0.38381439,0.211790205,0.017167007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Central Missouri,0.630697172,0.092972952,0.115198228,0.226516879,0.302288311,0.263023631,0.118381644,0.006075068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Central Oklahoma,0.594198882,0.122793322,0.1351156,0.202048877,0.269977627,0.270064575,0.124154118,0.012480816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Charleston,0.595786786,0.12189515,0.115231114,0.208977686,0.250526935,0.303369115,0.152315725,0.006949299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Chicago ,0.764136647,0.09306568,0.101768762,0.090107637,0.164586019,0.550471903,0.394125729,0.110378942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Cincinnati,0.63315686,0.105720288,0.139633145,0.201263341,0.260364198,0.293019028,0.146540042,0.010499071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Colorado System,0.763896481,0.112315575,0.115243036,0.137185455,0.212729403,0.422526531,0.258022353,0.03454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Connecticut,0.724917214,0.074682298,0.079019559,0.101233808,0.231190015,0.513874321,0.298337005,0.026794377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Dallas,0.719054716,0.165438429,0.126614652,0.136848166,0.220390127,0.350708626,0.18390421,0.017143785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Dayton,0.785121296,0.077770636,0.075770279,0.104821664,0.2256246,0.516012821,0.325335244,0.043864776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Delaware,0.786010805,0.076965773,0.080557522,0.103203555,0.218389291,0.520883859,0.301500435,0.034241315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Denver,0.791862018,0.112354142,0.116334522,0.123634289,0.188363657,0.45931339,0.298704587,0.05389749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Detroit Mercy,0.607984412,0.100087404,0.142957062,0.148573111,0.210066605,0.398315818,0.211097137,0.024916308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Evansville,0.686089272,0.08969227,0.11569981,0.19173363,0.295974242,0.306900048,0.159714113,0.016742934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Findlay ,0.61235551,0.097457308,0.126235378,0.196569571,0.315353738,0.264384004,0.127732939,0.006193819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Florida,0.698574084,0.095850433,0.087862722,0.100516031,0.206832178,0.508938636,0.334646036,0.049404507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Georgia,0.770010547,0.110171548,0.099954224,0.121005155,0.236756869,0.432112204,0.268615993,0.042742815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Hartford,0.714998388,0.094375022,0.117839065,0.144785676,0.241935149,0.401065088,0.216561092,0.018225562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Hawaii And Hawaii Community Colleges,0.575625652,0.131449118,0.148890372,0.213005727,0.270836992,0.235817791,0.103414818,0.003262441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Houston System,0.5392454,0.110689758,0.110421989,0.141724042,0.275577074,0.361587136,0.19843947,0.016517583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Idaho,0.642051541,0.109399821,0.126214051,0.179831989,0.24876164,0.335792499,0.175713766,0.014744344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Illinois System,0.709892358,0.084956061,0.075588032,0.099329865,0.201182015,0.538944028,0.347574121,0.050034556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Indianapolis,0.636433362,0.081575612,0.128962843,0.204978955,0.321889082,0.262593508,0.107108517,0.01027332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Iowa,0.744031401,0.078037578,0.085824914,0.122701811,0.251163623,0.462272074,0.271995831,0.036965169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Kansas,0.744236472,0.093732092,0.106335274,0.144030823,0.252383571,0.40351824,0.231371591,0.032199704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Kentucky,0.684932735,0.10223418,0.133893766,0.192600303,0.268818347,0.302453403,0.167713589,0.017715284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of La Verne,0.579280156,0.109985828,0.101660076,0.13834434,0.220875167,0.429134589,0.203049919,0.019920805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Louisiana At Lafayette,0.575585344,0.119161625,0.128472747,0.194104782,0.264214186,0.29404666,0.160982965,0.016169931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Louisiana At Monroe,0.498584403,0.106924582,0.168106278,0.227332547,0.250024714,0.247611879,0.117866408,0.010521182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Louisville,0.631746129,0.086470285,0.129650274,0.207712568,0.289464027,0.286702845,0.130248413,0.010073212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maine System,0.568126342,0.110820922,0.160519613,0.246917243,0.273613376,0.208128846,0.090017556,0.005273486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mary,0.614060592,0.05914143,0.075265017,0.161308324,0.285996536,0.418288693,0.176905137,0.018409347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mary Hardin-Baylor,0.612970767,0.146898916,0.13030328,0.149987947,0.301999562,0.270810295,0.120337379,0.006847887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mary Washington,0.796431258,0.104290085,0.081745839,0.120594725,0.259321596,0.434047754,0.248453245,0.017843604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maryland System (Except University College) And Baltimore City Community College,0.674372716,0.087676242,0.094905864,0.115509781,0.226377539,0.475530574,0.279108089,0.027418773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maryland University College,0.46900952,0.128821893,0.135897744,0.16558311,0.315001585,0.254695667,0.116472448,0.003643267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Massachusetts System,0.684420689,0.087300884,0.098014796,0.125185384,0.236034604,0.453464333,0.242873785,0.021816004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Memphis ,0.607254256,0.11304087,0.157181625,0.218891865,0.273509777,0.237375863,0.105890124,0.00902007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Miami,0.69785016,0.103534529,0.100939225,0.114103372,0.193628892,0.487793982,0.318784072,0.059793414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Michigan - Ann Arbor,0.810743729,0.083133833,0.073305013,0.083910541,0.160553978,0.599096635,0.436725872,0.100645254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Michigan - Dearborn,0.692528925,0.113289626,0.097635241,0.118507222,0.223545863,0.447022048,0.267104358,0.025322602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Michigan - Flint,0.660737654,0.116135859,0.146795123,0.185923686,0.279600576,0.271544756,0.110798946,0.007120753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Minnesota System,0.702222025,0.07490228,0.094121909,0.147698978,0.269515419,0.413761414,0.223723871,0.021952664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mississippi,0.706641588,0.115668511,0.113348749,0.160074355,0.245436406,0.365471979,0.2216828,0.033097834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Missouri System And Missouri University Of Science And Technology,0.704062117,0.084783258,0.095212993,0.147228626,0.249407317,0.423367805,0.254469468,0.032811756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mobile,0.586127862,0.150758158,0.170964481,0.254877442,0.29816187,0.125238049,0.054149892,0.00462763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Montana ,0.622356679,0.107836988,0.178749787,0.225987947,0.252619469,0.23480581,0.109848312,0.008926952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Montana Western ,0.491902599,0.128541727,0.175499828,0.257198174,0.263170256,0.175590014,0.076594177,0.009120773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Montevallo,0.644450816,0.137749747,0.155061022,0.212785895,0.324012853,0.170390483,0.071570348,0.006169073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mount Olive,0.485749275,0.122596502,0.118236651,0.215148326,0.351901401,0.19211712,0.06091607,0.00259353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mount Union,0.628205611,0.066799188,0.101447299,0.159120531,0.348220943,0.324412039,0.158842982,0.019196246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Nebraska System,0.658901615,0.07596776,0.100529741,0.165300422,0.301769291,0.356432787,0.179573118,0.017973633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of Nevada , Reno",0.703057845,0.097777382,0.113673388,0.152573953,0.2655803,0.370394976,0.191702771,0.019549326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Nevada - Las Vegas,0.651789271,0.126886125,0.125990493,0.161311018,0.26035927,0.325453095,0.160388126,0.011868725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New England,0.662890243,0.064263376,0.100269162,0.188266569,0.270420357,0.376780536,0.166260928,0.013759529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New Hampshire,0.729721707,0.073972288,0.09783954,0.14585131,0.270079626,0.412257236,0.216034947,0.017190707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New Haven,0.626822089,0.092180959,0.111274844,0.13616532,0.225335587,0.43504329,0.227726604,0.009826514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New Mexico,0.566078828,0.142652257,0.163554775,0.196751779,0.227905038,0.269136151,0.129437587,0.010558767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New Orleans ,0.528922263,0.127168147,0.149377264,0.209567792,0.270047515,0.243839282,0.110966408,0.007301343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Alabama,0.59868537,0.11505785,0.161265579,0.211280287,0.298352812,0.214043473,0.09098339,0.003949013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina  Asheville,0.649700813,0.131576291,0.145259506,0.207172591,0.286665215,0.229326397,0.113409964,0.006521246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina - Chapel Hill,0.768605474,0.095153351,0.089507894,0.10975216,0.220107566,0.48547903,0.324575286,0.060032446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina - Charlotte,0.655586691,0.098015834,0.113428289,0.175921594,0.282463501,0.330170782,0.166227924,0.009392167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina - Greensboro,0.643384031,0.10099237,0.142581975,0.223352496,0.32756048,0.205512678,0.088962409,0.005558966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina At Pembroke,0.51154566,0.104409568,0.16718141,0.28463129,0.292878102,0.150899629,0.053134989,0.004977349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina At Wilmington ,0.717467681,0.099900343,0.120907018,0.169020622,0.304006541,0.306165476,0.1534736,0.011134278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina School Of The Arts,0.710079366,0.118145017,0.204427437,0.238560608,0.199243945,0.239622993,0.136814134,0.017694455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Dakota,0.66467372,0.070634182,0.093152676,0.141550779,0.271169866,0.423492498,0.226546395,0.023029739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Florida,0.648948979,0.109851568,0.122364405,0.155649336,0.296363618,0.315771073,0.15740464,0.009448096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Georgia,0.683446285,0.117159306,0.131417246,0.162416512,0.323662399,0.265344538,0.126790837,0.006558053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Texas,0.674930308,0.115810119,0.12591366,0.161146748,0.29807995,0.299049523,0.144690018,0.010072604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Northern Colorado,0.688785031,0.098044105,0.131272944,0.184928756,0.308443423,0.277310772,0.117183027,0.009652051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Northern Iowa,0.658287081,0.06781584,0.084454308,0.155008914,0.361058519,0.33166242,0.14910748,0.013350356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Northwestern- St Paul,0.618344365,0.15676591,0.19242369,0.184843042,0.249886692,0.216080666,0.102626263,0.009630763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Notre Dame,0.840557654,0.076928171,0.052123891,0.063563164,0.13726205,0.670122724,0.509503238,0.131855371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Oklahoma,0.677511646,0.110088736,0.112606302,0.137020384,0.224854406,0.415430171,0.253979977,0.039944657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Oregon,0.716825696,0.111063997,0.131371873,0.159544993,0.245068704,0.352950432,0.186231815,0.021415344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pennsylvania,0.81546217,0.083803676,0.05994062,0.053666803,0.107828889,0.694760012,0.568367511,0.225428521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Phoenix,0.484881852,0.130416736,0.170911505,0.194279336,0.252687091,0.251705332,0.126768119,0.005830807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pikeville,0.477738811,0.138535187,0.155343642,0.250599616,0.292698648,0.162822907,0.075949691,0.022408835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pittsburgh System,0.661034858,0.084054582,0.094053973,0.145645193,0.255488423,0.420757829,0.241533242,0.021801344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Portland,0.752670724,0.092096815,0.091493265,0.11398845,0.214037888,0.488383583,0.293961088,0.026395786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Puget Sound,0.776390368,0.108400695,0.090702211,0.135255989,0.209641149,0.455999956,0.27679011,0.036235796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Redlands,0.703517708,0.107224699,0.125236595,0.14334138,0.210511605,0.413685721,0.203304104,0.022777023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Rhode Island,0.705891335,0.073229507,0.089409505,0.134262,0.229828954,0.473270034,0.253197062,0.021815608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Richmond,0.84623541,0.091171473,0.064201302,0.068693908,0.168017243,0.607916073,0.447059762,0.111989979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Rio Grande,0.488503519,0.159583403,0.201945085,0.22652392,0.269178082,0.142769509,0.05817034,0.001000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Rochester,0.750196339,0.069921633,0.094077396,0.0957613,0.180774364,0.559465308,0.37525555,0.070623111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of Saint Francis of Fort Wayne, IN",0.620609678,0.09689057,0.133006342,0.197476721,0.323783205,0.248843162,0.103538515,0.009234641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of Saint Francis of Joliet, IL",0.665617434,0.078659385,0.103217474,0.135914872,0.303579075,0.378629194,0.16298161,0.00785108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Saint Joseph,0.64375205,0.095152924,0.114787473,0.17455823,0.311466731,0.304034642,0.096650754,0.00346159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of Saint Thomas of Houston, TX",0.636712551,0.13147206,0.109318619,0.106394457,0.231871804,0.420943061,0.232782165,0.027677444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University Of Saint Thomas of Saint Paul, MN",0.772536235,0.081132713,0.080077172,0.102463753,0.219057393,0.517268969,0.317141364,0.037403459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of San Diego,0.7595196,0.108751924,0.105787186,0.090277147,0.178947738,0.516236004,0.344457265,0.053151838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of San Francisco,0.704921848,0.115386349,0.090450717,0.098698711,0.18611499,0.509349233,0.32392577,0.03534971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Science & Arts Of Oklahoma,0.484094134,0.133309174,0.203866737,0.268170434,0.228452496,0.16620116,0.06727175,0.005544019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Scranton,0.745838578,0.066667506,0.070351553,0.086599658,0.227465295,0.548915988,0.331558172,0.036991995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
