name,Mean Parental Income,Median Parental Income,Mean Child Earnings,Median Child Earnings,Mean Kid Earnings (non-zero)
Oklahoma Baptist University,117229.0215,91700,43727.62794,39500,44500
Oklahoma Christian University,105626.3327,88100,42572.86866,36100,41100
Oklahoma City Community College,78697.10081,66900,33958.64598,30100,34400
Oklahoma City University,123336.5949,101700,46771.27362,39600,43100
Oklahoma Panhandle State University,65885.81031,56900,38697.93285,33600,35700
Oklahoma State University,119478.1891,90000,57755.43464,45800,50500
Oklahoma State University - Oklahoma City,76723.31441,64600,35268.04921,30900,36100
Oklahoma State University Institute Of Technology - Okmulgee,66042.78748,53900,37530.4854,33100,37900
Old Dominion University,94850.66071,82400,49388.77832,44300,47400
Olivet College,74365.17424,66600,36802.1147,34700,37300
Olivet Nazarene University,97424.35265,81400,46212.93302,35800,40600
Olympian Academy Of Cosmetology,60568.97499,44200,17987.81336,13400,15300
Olympic College,81038.8283,75700,34692.84099,30800,37300
Onondaga Community College,87773.75157,72800,33661.75639,30200,34000
Oral Roberts University,100535.0876,76600,40591.4265,32700,38400
Orange County Community College,85847.29043,80200,39148.96184,33700,37900
Orange Technical Education Centers - Orlando Technical,55230.72622,46000,22875.32894,19200,25900
Orangeburg - Calhoun Technical College,51102.92078,37200,26217.33922,23200,26900
Oregon Institute Of Technology,81399.91428,76400,53544.86548,51900,57100
Oregon State University,134287.369,100600,56049.1885,50000,53500
Orleans Technical Institute,56280.88473,41000,22205.60821,18100,36800
Otero Junior College,62016.71795,50100,27636.20623,22500,29300
Otis College Of Art & Design,191723.4731,80500,55442.95348,47600,47600
Ottawa University,72076.06271,64200,41586.94991,34600,41000
Otterbein University,124863.6245,88100,47374.0396,42300,45200
Ouachita Baptist University,106601.083,88300,50154.76197,40000,44400
Our Lady Of Holy Cross College,111970.6462,88400,39994.67759,36600,41600
Our Lady Of The Lake College,94505.85953,86500,38825.65557,37200,42200
Our Lady Of The Lake University,53909.98157,46000,40071.62203,38800,41500
Owens State Community College,75005.68405,68400,33324.52119,30100,33700
Ozark Christian College,75367.17772,61400,29060.16751,25800,29200
Ozarks Technical Community College,70040.3962,58800,29882.63187,26900,30300
PCI Health Training Center,58856.97019,36600,24387.74457,22800,24300
Pace University,104767.8294,68600,68356.63618,60700,65800
Pacific Lutheran University,140269.5448,100900,52202.70371,47900,50300
Pacific Union College,175658.9386,96400,57674.84325,50700,56800
Pacific University,104811.5421,92700,51289.51927,47500,51100
Paine College,51830.06599,36800,32823.11474,34100,34100
Palm Beach Atlantic University,179931.6461,92200,43633.43026,36000,40200
Palm Beach State College,87478.26125,61900,33655.05086,29100,34000
Palomar College,94223.16822,73500,37108.57361,31500,38000
Panola College,68149.20969,53200,35761.60373,27700,32700
Paris Junior College,64953.11371,53700,31104.77062,27200,32300
Park University,78712.30515,65300,47026.20439,43600,45700
Parkland College,93404.85802,72500,35182.8325,30700,34100
Pasadena City College,68739.46256,44600,34430.09624,29500,35400
Pasco - Hernando State College,61150.71802,51100,29131.34865,25200,31400
Passaic County Community College,49697.75305,36400,28811.84894,25200,29600
Patrick Henry Community College,58868.54943,48800,25592.20567,25300,28500
Paul D. Camp Community College,58957.18546,53900,28703.56744,26000,29600
"Paul Mitchell The School of Costa Mesa, CA",131895.1188,85200,17539.01952,10300,18000
Paul Smith's College Of Arts & Sciences,79745.36133,76300,36066.52628,34000,36000
Pearl River Community College,59847.32501,45700,32533.61028,24700,28700
Pellissippi State Community College,88311.23444,73100,32039.95176,26900,31000
Peninsula College,74234.53557,64900,29916.93758,23600,30400
Pennsylvania College Of Technology,86262.64676,73400,43661.35919,40800,43000
Pennsylvania Highlands Community College,61798.30548,55800,28502.21294,26700,30100
Pennsylvania State University ,123356.3865,95400,60571.39759,50900,54600
Pensacola State College,66050.90429,58200,29112.97977,26500,30800
Pepperdine University,371031.0396,124100,74970.85492,55800,61700
Perry Technical Institute,90468.8722,82000,67282.66857,52200,52200
Peru State College,72868.46016,64600,40008.8041,36000,38200
Pfeiffer University,104173.8982,83600,42825.03578,40200,41100
Philadelphia University,125461.7983,99600,54721.29903,49900,54300
Philander Smith College,37358.83361,32000,25881.09727,23500,27500
Phillips Community College Of The University Of Arkansas,39558.17215,30200,23152.78071,18300,22700
Phoenix Metro Community Colleges,96920.71794,75300,35334.97857,31700,36700
Piedmont College,100004.1551,81400,39021.91328,36000,39900
Piedmont Community College,56907.48972,46200,24352.85028,21000,26700
Piedmont Technical College,55941.88932,45200,26672.5323,24800,27900
Piedmont Virginia Community College,88278.67477,70400,32816.13484,30100,34500
Pierce College,83244.28541,73500,35953.08136,33000,39200
Pima County Community College,76589.26876,61400,31703.09332,28100,32900
Pima Medical Institute,57655.77699,44500,24471.77764,22700,28600
Pinellas Technical Education Center - Clearwater Campus,58537.35561,45500,21395.08757,18700,24700
Pinnacle Career Institute,60238.06204,51200,34956.55537,31900,36100
Pioneer Pacific College,60778.20368,52200,25857.489,23300,30600
Pitt Community College,77230.43083,57700,29108.58249,26400,30000
Pittsburg State University,90078.1579,75300,47021.70875,40900,43300
Pittsburgh Institute Of Aeronautics,78111.36347,72400,50242.92867,52100,54100
Pittsburgh Technical Institute,65496.14424,58900,36056.8205,33400,36800
Pitzer College,434121.4144,131900,51976.01988,43500,48000
Pivot Point Academy,92460.73927,77600,18711.3016,14500,21100
"Platt College of Alhambra, CA",61987.96099,48500,28357.83861,24500,31900
"Platt College of Tulsa, OK",54152.59229,38900,18778.01793,14200,22800
Plaza College,35951.21976,29100,23151.02318,18800,25800
Plymouth State University Of The University System Of New Hampshire,113950.1067,94200,45211.51137,41000,43200
Point Loma Nazarene University,168316.8487,113300,51744.29555,45900,52100
Point Park University,98534.29028,79200,37802.54696,32800,36200
Polk State College,70756.31583,59500,32159.55357,29700,34000
Pomona College,324439.5016,161600,90406.20437,62000,67800
Portland Community College,92328.64998,72400,30971.87856,26500,32900
Portland State University,126110.5896,86900,44616.12725,37200,42600
Post University,76138.9159,57800,39999.32221,36800,41000
Poster & Chester Institute,73042.73054,62500,36472.21128,31700,35900
Prairie State College,71968.29925,60800,28469.30942,22400,29400
Prairie View Agricultural & Mechanical University,58314.01349,45500,38792.23441,34800,38500
Pratt Community College,60594.11914,55100,32783.65382,29600,33800
Pratt Institute,152508.3822,96100,43855.90151,33200,42800
Presbyterian College,169574.611,118100,51424.27798,43900,45000
Prince George's Community College,74659.40437,65100,37575.41404,35700,39900
Princeton University,519426.918,218100,166992.6908,90700,98100
Prism Career Institute,49238.98957,37000,25192.25021,31000,32900
Providence College,210190.8956,139300,79750.64822,66300,69600
Pulaski Technical College,68223.30086,54400,27335.91029,24300,28900
Purdue University,140735.027,103200,58066.42136,48800,52800
Queens University Of Charlotte,126437.4933,99700,43289.48806,38300,39000
Queensborough Community College-CUNY,56888.64031,42200,36886.53736,32400,38500
Quincy College,80560.80776,69000,34216.21698,29100,35700
Quincy University,104344.4193,84000,45739.85708,39600,42300
Quinebaug Valley Community College,77610.00794,71400,30302.49844,25000,29500
Quinnipiac University,188020.0569,127000,67503.00812,60000,62600
Quinsigamond Community College,83569.37114,73700,35596.36718,31700,36500
Radford University,121285.4987,101700,49695.69466,43500,45500
Ramapo College Of New Jersey,127850.7477,106400,53883.83669,49600,53100
Rancho Santiago Community College District,86310.76223,63600,41066.0084,33700,38400
Randolph - Macon College,271040.2033,121700,58321.68144,51200,52200
Randolph College,138279.1136,107300,44384.63669,37400,45500
Randolph Community College,66456.77577,59800,26628.61011,25800,29500
Ranger College,55167.96019,45700,34255.17664,29900,33800
Ranken Technical College,90543.80413,81900,54026.05864,45600,49900
Rappahannock Community College,68103.96463,59900,31328.41836,28800,32100
Raritan Valley Community College,124000.5778,102200,39811.61653,35700,41000
Reading Area Community College,72739.63018,64500,29592.17986,26900,31000
Redlands Community College,66161.42325,54600,35137.83507,28400,33200
Reed College,283207.8473,121900,47138.4308,36900,43800
Regency Beauty Institute,97746.57847,72000,22268.94661,20000,23400
Regis College,95879.6499,86900,45820.10133,45200,47500
Regis University,247153.5274,121400,56689.52302,47600,49800
Reid State Technical College,47062.91988,34600,23527.81611,17500,22600
Reinhardt University,136475.6454,101500,35515.40374,31100,39800
Rend Lake College,66649.18977,57700,32711.76921,28000,32500
Rensselaer Polytechnic Institute,150922.5687,114200,95497.0649,84100,86900
Renton Technical College,80759.60369,73000,34206.08725,30000,37100
Rhode Island College,92263.92139,82700,42725.87376,41300,43500
Rhode Island School Of Design,251804.7423,142800,48511.19896,37800,43400
Rhodes College,327167.9163,164400,69649.47652,52000,57200
Rice University,238987.4733,149200,110518.0824,76700,81600
Rich Mountain Community College,48710.82422,34900,24587.59171,20800,25100
Richard Bland College,86778.82712,83700,34668.10384,32700,35400
Richard Stockton College Of New Jersey ,101331.4178,92700,51324.03945,48600,51200
Richland Community College,78606.05903,69500,32678.30411,28900,33100
Richmond Community College,50902.11511,37800,23405.17162,21700,25100
Rider University,137030.0368,102100,57131.60907,51600,53900
Ringling College Of Art & Design,150259.7422,97000,42488.91098,33600,37200
Rio Hondo Community College,57731.04765,46500,35389.4594,32400,36500
Ripon College,121768.8128,92100,52498.06775,45600,49100
River Parishes Community College,88848.06615,78400,35852.38812,24800,28200
River Valley Community College,70440.71101,62700,33074.54326,31700,34800
Riverside Community College District,80882.55802,70800,33397.399,28800,35200
Roane State Community College,65015.43515,59700,29310.03388,26100,30200
Roanoke Chowan Community College,36107.22202,29400,24086.39235,20500,24500
Roanoke College,178135.8995,111800,50971.54741,46300,48500
Robert Morgan And Miami Lakes Educational Centers,47011.12413,32200,28835.42822,23000,30600
Robert Morris University,108830.0583,83600,54751.43574,48300,50800
Robert Morris University Illinois,54555.60736,44800,33344.65287,30400,33800
Roberts Wesleyan College,83303.72861,72600,36986.63067,34600,38800
Robeson Community College,42674.92415,32500,21695.17009,18700,21900
Rochester Institute Of Technology,133154.33,95700,71161.2231,62400,67700
Rock Valley College,92191.87351,81800,34260.60256,31100,34600
Rockford University,105366.6831,83500,44755.75883,43400,43900
Rockhurst University,147929.1573,107300,60731.16229,48400,50600
Rockingham Community College,69514.49402,62700,27917.10368,26400,29800
Rockland Community College,109559.1523,92600,42396.11572,35400,42700
Rocky Mountain College,103825.7703,72600,44543.94305,38800,41800
Roger Williams University,165346.4775,111600,55624.54376,50800,53500
Rogers State University,74424.18523,66500,33639.37645,31300,34100
Rogue Community College,65339.98205,53600,27559.98785,21800,28600
Rollins College,360844.4678,120800,60022.00293,42800,48000
Roosevelt University,93888.22435,73500,41396.08479,37000,41900
Rose - Hulman Institute Of Technology,136282.0281,109500,95357.92379,83600,86800
Rose State College,72336.59955,63800,33879.90575,30700,34500
Rowan College At Gloucester County,88410.17898,81600,37237.95983,33800,39000
Rowan University,111349.5985,102400,53367.81269,51200,53400
Rowan-Cabarrus Community College,73761.44137,67000,25928.07099,23400,28000
Roxbury Community College,43613.11168,32700,29364.4366,27400,30300
Rust College,38329.48196,33000,25440.91037,22500,26500
"Rutgers, The State University Of New Jersey",124831.8424,101000,69147.00912,58400,62300
SBI Campus - An Affiliate Of Sanford-Brown,68223.64987,51600,35109.66406,30000,34400
SUNY At Fredonia,101748.1819,94300,46205.7439,44000,45800
SUNY College At Brockport,95850.6148,86800,46682.55576,43500,44900
SUNY College At Buffalo,86251.44039,77700,39032.93719,38400,40700
SUNY College At Cortland,103357.9844,94500,53314.9952,50600,52100
SUNY College At Geneseo,120864.9843,107400,59733.86832,51500,53500
SUNY College At Old Westbury,69919.7505,48400,43163.66776,39200,43500
SUNY College At Oneonta,102749.8295,92700,50531.29744,45900,48100
SUNY College At Oswego,96784.39827,85900,47580.91374,45200,46800
SUNY College At Purchase,133839.506,103100,42234.58387,36200,41400
SUNY College Of Agriculture & Technology At Cobleskill,81138.73206,71700,36901.37912,34200,36500
SUNY College Of Agriculture & Technology At Morrisville,67333.40902,54000,33788.35425,30700,35200
SUNY College Of Technology At Alfred,78080.47748,66700,40441.84933,38400,41800
SUNY College Of Technology At Canton,56837.8863,52600,33478.70619,30300,34400
SUNY College Of Technology At Delhi,76675.65684,63600,37019.8213,34400,37400
SUNY Empire State College,91579.67741,76000,47681.35119,39000,49200
SUNY Fulton-Montgomery Community College,72228.89389,56700,33516.16576,31900,32500
SUNY Maritime College,110698.2107,103800,94409.77946,90500,92200
SUNY Upstate Medical University And SUNY College Of Environment Science And Forestry,103874.8842,89900,52388.4227,49700,52100
SUNY Westchester Community College,99770.02673,74100,40454.6126,35000,40900
Sacred Heart University,163127.6375,114500,67295.39823,57300,59700
Saddleback College,138658.7393,100600,37931.57487,31100,38300
Sage Colleges,93660.55401,77900,36167.82834,35300,38000
Saginaw Valley State University,94699.92809,86500,44256.90351,40000,42200
Saint Ambrose University,130187.0422,99200,55008.62815,48500,49600
Saint Anselm College,150543.9831,109700,65911.88367,59000,60200
Saint Augustine College,41191.84487,35100,24424.8674,23600,29000
Saint Augustine's University,52626.67182,38800,29947.839,26800,29500
Saint Charles Community College,96152.6896,89000,36496.86342,34200,36300
Saint Francis College,84568.40462,70500,56786.84396,53000,59600
Saint Francis University,95414.5597,80200,54467.36714,51300,52700
Saint John Fisher College,111440.9835,88200,53154.37407,46500,49800
"Saint John's University of Collegeville, MN",190784.8959,114300,80282.09118,66600,67600
"Saint John's University of Queens, NY",92221.36442,69200,66248.34193,58900,63800
Saint Johns River State College,79131.55614,67800,30820.58135,27600,32400
"Saint Joseph's College of Brooklyn, NY",104005.5193,96700,58466.81461,61200,66000
"Saint Joseph's College of Rensselaer, IN",110235.3057,94000,50489.28878,43200,46400
"Saint Joseph's College of Standish, ME",86040.13523,77000,42024.03155,38000,40800
Saint Joseph's University,229442.4139,144500,76328.18343,62400,66800
Saint Leo University,73168.35313,57300,40592.47374,38000,41600
Saint Louis College Of Pharmacy,108598.1473,92500,122044.4253,123600,123600
Saint Louis University,189357.0175,119700,70340.04663,57100,60600
Saint Martin's University,102601.0418,82100,53414.30173,49100,49800
Saint Mary's College,244361.4812,130600,48445.64913,43100,48100
Saint Mary's College Of California,191245.6763,110500,65125.44909,55200,60900
Saint Mary's University,106095.5266,76700,57557.50608,49700,52000
Saint Mary's University Of Minnesota,178865.828,105900,50170.63021,45100,47400
Saint Michael's College,180136.8202,119100,62481.51644,49500,52200
Saint Norbert College,175285.6236,106700,54699.88788,47100,48600
Saint Olaf College,199485.1322,124700,60742.66053,48600,51700
Saint Peter's University,76200.71544,59700,50442.78786,45500,49600
Saint Thomas University,61359.47816,37500,38755.11013,35300,40000
Saint Vincent College & Seminary,117173.5397,90200,55393.55517,47600,50900
Saint Xavier University,102297.6959,82800,48197.09846,44500,47100
Salem College,123124.8518,84200,35617.32625,32500,38500
Salem Community College,81625.04376,76200,32632.19231,28700,33100
Salem State University,96290.25291,87100,44366.51936,42400,45700
Salt Lake Community College,101285.6345,82500,37469.69815,32800,38500
Salter College,50965.24982,38000,20471.47474,22000,26400
Salve Regina University,198807.6944,117500,53348.72918,49700,53400
Sam Houston State University,97665.21106,84000,47441.58639,43000,45400
Samford University,221271.6075,131000,54474.03271,40800,46400
Sampson Community College,53155.96631,46600,24789.037,21100,25000
San Bernardino Community College District,69714.46351,55000,31807.68551,25900,32800
San Diego Community College District,89368.30247,63200,36581.09854,30900,37100
San Diego State University,139292.3704,100500,57036.05158,51000,55200
San Francisco Community College District,72116.39306,53400,39077.68185,33000,39000
San Francisco State University,119248.8325,87200,50721.37696,45800,50400
San Jacinto Community College District,80979.36674,71500,41175.02402,37100,41900
San Joaquin Delta College,78048.92617,66300,35298.1472,30700,36200
San Joaquin Valley College,47284.39103,36000,25566.68046,21500,25900
San Jose State University,115874.4907,91700,64343.15491,56500,60500
San Jose-Evergreen Community College District,82338.57425,67900,37561.01985,31900,37900
San Juan College,67363.74583,59400,33128.29972,25600,32600
San Mateo County Community College District,95244.31779,77000,44528.05577,37800,43700
Sandhills Community College,65184.01275,53500,27213.85485,24500,29000
"Sanford-Brown College of Boston, MA",65595.52105,40400,28388.30284,23500,28200
"Sanford-Brown College of Farmington, CT",71673.39323,45400,29560.25447,26800,30100
"Sanford-Brown College of Fenton, MO",61503.75302,50600,26648.09179,21900,24900
"Sanford-Brown College of McLean, VA",59416.33862,49700,28131.46757,24200,32300
Santa Barbara Business College,54232.58412,39400,23865.80059,17100,23800
Santa Barbara City College,149972.6476,86100,42977.74781,31400,38200
Santa Clara University,327182.7915,149900,91531.37011,72500,78800
Santa Fe College,91674.4334,66400,35040.99129,30300,35400
Santa Fe Community College,80035.57983,56400,27552.39222,25600,30300
Santa Fe University Of Art And Design,163092.7753,90200,37164.16869,32900,34100
Santa Monica College,114345.2307,51300,37890.72394,28800,36900
Santa Rosa Junior College,97198.35912,80900,37894.20294,31600,38300
Sarah Lawrence College,311431.3349,146500,38304.24966,34300,41200
Sauk Valley Community College,63842.4519,64900,32024.49238,28900,32600
Savannah College Of Art And Design,186747.4555,114900,39033.97177,32400,37600
Savannah State University,57109.15356,45400,33231.14105,29400,32000
Savannah Technical College,64418.73112,45500,27726.89222,23700,25500
Schenectady County Community College,75154.8871,68100,32158.34223,30200,34200
School Of Communication Arts Of North Carolina,77526.71494,61100,31739.0388,29900,31300
School Of The Art Institute Of Chicago,219222.0194,105800,33853.53562,25500,32900
School Of The Museum Of Fine Arts,271903.3613,109600,33690.95776,25000,33000
School Of Visual Arts,160404.3145,95200,48098.04973,37400,44700
Schoolcraft College,109170.4071,97500,35921.62177,32200,37100
Schreiner University,148461.9217,82300,44732.40517,39600,42200
Scripps College,254753.8226,126300,54995.78644,46400,52900
Seattle Central Community College,105144.0101,71800,32713.7541,27800,33900
Seattle Pacific University,157153.3329,104200,50907.87729,39100,47300
Seattle University,179809.7487,105700,62215.05563,55400,60400
Seminole State College,58081.80493,49600,30607.8097,27400,31600
Seminole State College Of Florida,81697.5486,63100,32925.70992,29300,33700
Seton Hall University,139516.4836,100900,65906.42533,56900,60500
Seton Hill University,82482.00463,62900,37017.43716,33800,36800
Seward County Community College/Area Technical School,67996.22037,60600,36264.6398,33700,36800
Shaw University,47100.20453,37800,28618.65605,24200,30200
Shawnee Community College,57180.79841,48800,26409.9164,22000,27100
Shawnee State University,65813.22484,61800,36215.34108,35300,39600
Shelton State Community College,81896.83391,60400,31615.73032,26500,31500
Shenandoah University,131007.8362,100000,46073.10305,41200,47400
Shepherd University,93302.30853,83400,40786.15509,37900,41300
Sheridan Technical Center,64751.31042,46500,26602.00044,22700,28400
Shippensburg University Of Pennsylvania,108335.4582,93000,51435.84908,47500,49000
Shoreline Community College,95448.67304,84200,37943.02626,33100,38800
Shorter University,93522.1432,84000,39544.10416,37400,40400
Siena College,149412.5265,116800,75221.96861,61100,63200
Siena Heights University,106720.0703,87000,41432.83001,37100,41000
Sierra College,101030.3041,85900,36985.47884,30900,38900
Simmons College,155814.6936,89800,52523.88658,50900,54300
Simpson College,96151.3829,80800,53602.20484,48800,49600
Simpson University,89041.90645,72700,35757.83329,27800,37400
Sinclair Community College,77379.31324,70300,30812.89264,28100,32100
Skagit Valley College,76195.51821,69500,33995.55222,30600,36600
Skidmore College,396263.5642,175400,67046.8505,47500,53000
Slippery Rock University,89874.23621,79200,42366.88769,40600,42600
Smith College,204870.167,114900,52391.74415,46600,50600
Snead State Community College,62970.58146,52500,29597.59892,27900,31800
Snow College,87531.00741,76900,33207.8622,24300,35900
Solano Community College,87508.33915,84300,38895.37012,34300,40200
Sonoma State University,147106.3359,113700,50419.07731,46400,50100
South Arkansas Community College,60774.68701,54200,28001.096,24000,29400
South Carolina State University,54342.34053,42000,35558.6872,33500,35400
South Florida State College,58751.68073,44400,28999.13037,26600,29000
South Georgia State College,78097.23625,62900,31674.71709,29200,32800
South Georgia Technical College,45436.00486,29700,21867.87216,18500,21000
South Hills School Of Business & Technology,60512.43335,63500,30079.43888,29100,33400
South Plains College,66913.80709,56200,37091.51044,31100,35100
South Puget Sound Community College,84822.93505,73900,34760.74522,31000,36500
South Seattle Community College,77709.30635,61600,37397.15268,32600,38700
South Suburban College Of Cook County,64299.47123,57900,29891.05858,25800,30700
South Texas College,34827.63773,23900,31900.77243,27500,31800
South University,58021.65848,40700,30084.83886,22700,27700
Southeast Arkansas College,56660.61266,46900,25661.32905,21800,26900
Southeast Community College,80688.51535,70900,38050.21368,35200,37300
Southeast Missouri State University,96913.00429,85200,44309.74846,38500,41300
Southeast Technical Institute,76728.71591,68900,43006.07674,40200,42900
Southeastern College,50198.65566,38400,22806.88475,21100,26000
"Southeastern Community College of West Burlington, IA",70250.80711,66600,31348.48081,28700,31500
"Southeastern Community College of Whiteville, NC",57475.72004,42600,25651.43265,22800,27300
Southeastern Illinois College,63791.38594,55500,33676.7057,29600,37800
Southeastern Louisiana University,84423.66316,72700,38445.8347,34000,37900
Southeastern Oklahoma State University,69099.65374,58700,39420.32774,34100,36500
Southeastern Technical College,45670.37818,33200,22531.59359,17000,20000
Southeastern University,81792.06022,67000,34255.12396,33400,36100
Southern Adventist University,129780.6569,80500,48182.17456,42700,47300
Southern Arkansas University,70946.45079,60500,40778.33776,35300,38100
Southern Careers Institute,40739.6554,28900,21142.33878,17100,20900
Southern Connecticut State University,103956.8527,91300,44909.63434,43400,46300
Southern Illinois University At Carbondale,104367.1208,87300,47368.32837,42000,45000
Southern Illinois University Edwardsville,95797.133,87400,46128.56277,41400,44400
Southern Methodist University,493450.6777,176400,79414.87407,55400,63700
Southern Nazarene University,136705.4527,83000,48882.01205,41500,43900
Southern New Hampshire University,108827.5667,85800,47382.70874,42700,46300
Southern Oregon University,110645.4292,84400,40163.9746,34400,38400
Southern Polytechnic State University,105229.4339,92400,56495.23665,54800,57600
Southern State Community College,66525.28013,53900,27963.85845,26900,33000
Southern Union State Community College,88024.03802,66800,33207.62963,29300,32600
Southern University And Agricultural & Mechanical Colg At Baton R,52995.16299,38600,40162.26244,34200,36700
Southern University At New Orleans,43880.5291,32100,29344.38504,27300,30200
Southern Utah University,95712.54839,81700,35375.707,28700,38800
Southern Virginia University,136551.5953,84500,31135.35874,15700,34600
Southern Wesleyan University,82087.79788,70600,33306.53536,33700,36000
Southern West Virginia Community And Technical College,59687.57669,55300,26895.4098,21400,29700
Southside Virginia Community College,61792.35265,39800,26926.65363,23900,27700
Southwest Baptist University,82856.95087,72000,35533.35908,31500,35100
Southwest Florida College,51488.8945,40900,23402.42481,18900,23400
Southwest Georgia Technical College,45050.24859,35100,24292.95157,23000,26900
Southwest Mississippi Community College,55453.20192,44100,35411.65049,25300,30500
Southwest Tennessee Community College,69933.35309,53600,30200.39393,26300,30100
Southwest Texas Junior College,44078.66864,28100,32759.31272,28000,32900
Southwest Virginia Community College,57355.34264,44900,27293.77713,21700,28600
Southwest Wisconsin Technical College,62732.07747,57700,32339.61967,28700,32600
Southwestern Adventist University,91328.24075,66100,43452.59431,37100,40700
Southwestern Assemblies Of God University,88503.22563,70400,40452.08987,32400,38300
Southwestern College,85761.85426,71300,48431.32658,42600,45500
Southwestern Community College District,66043.24527,54200,32970.82165,28200,34600
"Southwestern Community College of Creston, IA",67682.26899,55600,35407.95377,32200,36100
"Southwestern Community College of Sylva, NC",58351.05675,49700,25276.3026,22900,27000
Southwestern Illinois College,79953.45076,73100,33585.64864,30600,33700
Southwestern Michigan College,77058.3465,65300,30000.15237,26400,30200
Southwestern Oklahoma State University,71982.35941,61700,47663.11063,37300,41500
Southwestern Oregon Community College,74040.80362,59700,33414.59483,27600,29300
Southwestern University,216905.4959,130600,62219.777,50000,54100
Spartan College Of Aeronautics And Technology,72269.58563,62100,52377.12691,49300,49300
Spartanburg Community College,76925.75766,57300,27502.95361,25700,28900
Spartanburg Methodist College,71015.47482,60600,34988.12664,30400,33800
Specs Howard School Of Media Arts,86942.81604,72600,28697.43341,23200,27700
Spelman College,115008.4397,84500,57013.3668,49800,52100
Spokane And Spokane Falls Community Colleges,76895.64932,64700,32184.4922,28200,33100
Spoon River College,62919.02825,58200,30736.27678,26900,34600
Spring Arbor University,98894.20611,81800,37540.04921,35500,40200
Spring Hill College,184068.7142,107000,52280.90503,45100,47800
Springfield College,139924.6279,105300,59621.86148,55500,57600
Springfield Technical Community College,76182.56426,69300,36414.01883,33400,37500
St Louis Community Colleges,89400.28896,74500,32166.59079,28700,32100
St. Bonaventure University,140831.3854,103300,58761.86662,52000,54600
St. Catharine College,69351.07881,49400,31704.4899,28500,30900
St. Catherine University,115429.9656,84800,45079.04209,41500,45000
St. Clair County Community College,84217.7657,78100,33798.99699,29200,33400
St. Edward's University,206336.6265,101100,51492.87729,42600,45900
St. John's College,182242.6578,110900,41006.50868,34500,40100
St. Lawrence University,184452.8576,108400,64926.40728,49400,52200
St. Petersburg College,87186.60118,60900,32202.71441,29600,33500
Stanford University,472210.5292,172600,174059.0453,84800,94000
Stanly Community College,72183.16348,62200,27191.57332,25200,29400
Stark State College,72131.22076,67200,32242.23331,29800,33000
State Center Community College District,62990.5544,47600,30411.31556,25200,31200
"State College Of Florida, Manatee-Sarasota",85085.68505,62400,31047.73647,27700,32300
State University Of New York At Albany,114246.3985,98000,66145.13687,56300,59300
State University Of New York At Buffalo,108683.0446,95300,61568.17862,52700,55900
State University Of New York At Farmingdale,99907.11221,85600,48273.66423,44200,49100
State University Of New York At New Paltz,103260.9599,91900,49604.7306,46300,49700
State University Of New York At Stony Brook,91836.97617,73600,65407.7277,60100,64100
State University Of New York College At Plattsburgh,99921.84864,91400,47357.68236,44600,46300
State University Of New York College At Potsdam,93040.30276,83800,40186.4262,39400,42200
State University Of New York Institute Of Technology At Utica,82847.1752,78000,52789.71029,51300,53300
Stautzenberger College,65472.60319,52800,23348.89364,17100,24200
Stephen F Austin State University,109813.0342,89300,46909.83414,41900,44800
Stephens College,122821.2415,94500,35084.4817,32900,34400
Sterling College,84321.57285,71600,38751.1204,35000,39200
Stetson University,165998.9409,98300,61240.88692,44500,49200
Stevens Henager College,70870.04797,61000,29419.62837,23200,28000
Stevens Institute Of Technology,122522.1018,96000,95753.71152,92100,94800
Stevenson University,116840.6169,99000,58745.8561,55200,57400
Stillman College,51941.62539,37200,30977.80541,29600,33300
Stonehill College,170015.9741,123800,74742.09319,64500,67000
Strayer University,71262.23857,52700,39556.04965,34200,39200
Suffolk County Community College,92821.42098,81200,39668.30664,34600,40300
Suffolk University,130718.6458,88100,53364.91108,47600,52400
Sul Ross State University,61093.27832,45000,40458.8282,37100,39700
Sullivan County Community College - SUNY Office Of Community Coll,57085.83664,42800,29504.23457,25900,30200
"Sullivan University, Sullivan College Of Technology And Design And Spencerian College",71773.59549,60900,29349.237,27700,30900
Summit College,54286.06212,39600,25353.24785,20800,25700
Sunstate Academy,62731.99503,49200,20810.43322,17000,21900
Surry Community College,67705.89103,58400,29430.53248,27100,30700
Susquehanna University,204270.9817,113300,62758.97018,52900,55400
Sussex County Community College,93998.18325,84900,35231.10627,31100,34800
Swarthmore College,275097.1185,135900,79261.08806,56700,60800
Sweet Briar College,155389.3988,109900,45953.06145,39000,46300
Syracuse University,231041.5666,119700,73173.13991,61100,64900
Tabor College,87147.23887,74000,39245.5115,32800,37000
Tacoma Community College,87663.37173,74100,34542.00665,31500,37700
Taft College,71812.95835,62300,37623.60947,32300,44700
Tallahassee Community College,85297.40391,61900,33584.79247,28500,32200
Tarleton State University,91964.63877,75900,47495.5388,41000,43800
Tarrant County College District,91883.93205,75400,36086.49587,32900,37500
Taylor University,177719.8463,102100,45512.06433,34200,39800
Technical Career Institutes,38723.66843,29700,36025.3434,31300,36400
Temple College,69546.46871,63900,34684.0783,31600,34700
Temple University,101506.2382,82700,51507.71126,46700,50400
Tennessee College Of Applied Technology - Dickson,64438.73015,70900,25401.48117,22500,31300
Tennessee College Of Applied Technology - Knoxville,61866.19457,55200,23245.67758,20100,28500
